# t[ms] S11 S22 S33 S12 S13 S23 [Pa] -- Abaqus 3-D solid at the same stations
1.580000000000000187e-04 1.156100000000000000e+07 9.447700000000000000e+06 -6.103299999999999871e-03 -0.000000000000000000e+00 1.372200000000000008e-05 1.400999999999999969e-05
1.591000000000000183e-03 2.177200000000000000e+07 1.779400000000000000e+07 2.714999999999999858e+01 -0.000000000000000000e+00 -5.613699999999999940e-02 -5.164400000000000240e-02
1.273999999999999959e-02 2.154800000000000000e+07 1.729100000000000000e+07 1.639000000000000000e+03 -0.000000000000000000e+00 -3.533999999999999808e+00 -3.282999999999999918e+00
2.801000000000000018e-02 2.495200000000000000e+07 1.890400000000000000e+07 1.673100000000000000e+04 -0.000000000000000000e+00 -2.394000000000000057e+02 -2.405000000000000000e+02
6.686999999999999889e-02 3.522900000000000000e+07 1.938000000000000000e+07 -4.260400000000000000e+05 -0.000000000000000000e+00 1.445000000000000000e+03 1.444000000000000000e+03
1.163000000000000006e-01 6.746600000000000000e+07 2.237100000000000000e+07 4.214600000000000000e+07 -0.000000000000000000e+00 1.617500000000000000e+06 1.617500000000000000e+06
1.815999999999999837e-01 1.489600000000000000e+08 3.218900000000000000e+07 6.318700000000000000e+07 -0.000000000000000000e+00 5.331700000000000000e+06 5.326500000000000000e+06
3.178999999999999604e-01 3.817600000000000000e+08 5.934100000000000000e+07 2.495100000000000000e+07 -0.000000000000000000e+00 1.092300000000000000e+07 1.085900000000000000e+07
6.715999999999999748e-01 7.367800000000000000e+09 8.019800000000000000e+08 6.867000000000000000e+07 -0.000000000000000000e+00 3.350300000000000000e+07 3.318100000000000000e+07
1.172000000000000153e+00 1.772600000000000000e+10 1.911600000000000000e+09 3.767300000000000000e+07 -0.000000000000000000e+00 9.197100000000000000e+07 9.105200000000000000e+07
1.672000000000000153e+00 3.204000000000000000e+10 3.437100000000000000e+09 3.089400000000000000e+06 -0.000000000000000000e+00 1.576200000000000000e+08 1.560500000000000000e+08
2.171999999999999709e+00 4.326200000000000000e+10 4.635500000000000000e+09 -9.127500000000000000e+06 -0.000000000000000000e+00 2.095400000000000000e+08 2.074600000000000000e+08
2.671999999999999709e+00 4.546400000000000000e+10 4.872000000000000000e+09 8.196100000000000000e+06 -0.000000000000000000e+00 2.273000000000000000e+08 2.250500000000000000e+08
3.171999999999999709e+00 4.286600000000000000e+10 4.591900000000000000e+09 3.546800000000000000e+07 -0.000000000000000000e+00 2.056300000000000000e+08 2.036000000000000000e+08
3.671999999999999709e+00 3.217600000000000000e+10 3.452100000000000000e+09 5.870400000000000000e+07 -0.000000000000000000e+00 1.514800000000000000e+08 1.499700000000000000e+08
4.172000000000000597e+00 1.697900000000000000e+10 1.829500000000000000e+09 6.229600000000000000e+07 -0.000000000000000000e+00 8.700900000000000000e+07 8.617000000000000000e+07
4.671999999999999709e+00 5.706200000000000000e+09 6.260300000000000000e+08 4.021700000000000000e+07 -0.000000000000000000e+00 3.043300000000000000e+07 3.014500000000000000e+07
5.172000000000000597e+00 -4.287600000000000000e+08 -2.908900000000000000e+07 1.285800000000000000e+07 -0.000000000000000000e+00 3.130000000000000000e+06 3.120100000000000000e+06
5.671999999999999709e+00 1.698000000000000000e+08 3.554500000000000000e+07 1.150400000000000000e+06 -0.000000000000000000e+00 1.405200000000000000e+07 1.393900000000000000e+07
6.172000000000000597e+00 1.098200000000000000e+10 1.190400000000000000e+09 8.059600000000000000e+06 -0.000000000000000000e+00 5.713400000000000000e+07 5.656100000000000000e+07
6.671999999999999709e+00 2.523600000000000000e+10 2.709900000000000000e+09 3.235900000000000000e+07 -0.000000000000000000e+00 1.208500000000000000e+08 1.196400000000000000e+08
