GP_Index	Coord_X	Coord_Y	Eps_xx	Eps_yy	Eps_zz	Eps_yz	Eps_xz	Eps_xy	Sig_xx	Sig_yy	Sig_zz	Sig_yz	Sig_xz	Sig_xy
1742	1.541579e+01	2.245000e+01	2.255000e-01	-1.624566e-01	-2.473610e-02	1.514065e-02	-1.882401e-02	-2.921159e-03	3.395565e+03	2.919119e+02	-1.705706e+01	4.358028e+01	-5.831370e+01	1.505605e+03
1743	1.541579e+01	2.261875e+01	2.271875e-01	-1.624566e-01	-2.473610e-02	1.514065e-02	-1.882401e-02	-2.921159e-03	3.455803e+03	3.386499e+02	-1.157092e+01	4.358028e+01	-5.831370e+01	1.548415e+03
1744	1.545746e+01	2.239375e+01	2.249375e-01	-1.364922e-01	-2.347423e-02	-5.794802e-03	-2.176272e-02	1.046331e-03	4.199365e+03	1.307928e+03	7.871157e+01	-3.116317e+01	-7.906694e+01	2.261558e+03
1745	1.558245e+01	2.256250e+01	2.266250e-01	-1.364922e-01	-2.347423e-02	-5.794802e-03	-2.176272e-02	1.046331e-03	4.259603e+03	1.354666e+03	8.419771e+01	-3.116317e+01	-7.906694e+01	2.304368e+03
1746	1.558245e+01	2.239375e+01	2.249375e-01	-1.364922e-01	-2.347423e-02	-5.794802e-03	-2.176272e-02	1.046331e-03	4.199365e+03	1.307928e+03	7.871157e+01	-3.116317e+01	-7.906694e+01	2.261558e+03
1747	1.529080e+01	2.261875e+01	2.271875e-01	-1.617586e-01	-2.578199e-02	1.392526e-02	-1.624023e-02	-2.430257e-03	3.484189e+03	3.726206e+02	-1.838950e+01	4.061828e+01	-4.987817e+01	1.579339e+03
1748	1.516581e+01	2.245000e+01	2.255000e-01	-1.617586e-01	-2.578199e-02	1.392526e-02	-1.624023e-02	-2.430257e-03	3.423951e+03	3.258825e+02	-2.387564e+01	4.061828e+01	-4.987817e+01	1.536529e+03
1749	1.516581e+01	2.261875e+01	2.271875e-01	-1.617586e-01	-2.578199e-02	1.392526e-02	-1.624023e-02	-2.430257e-03	3.484189e+03	3.726206e+02	-1.838950e+01	4.061828e+01	-4.987817e+01	1.579339e+03
1750	1.520747e+01	2.239375e+01	2.249375e-01	-1.354537e-01	-2.473610e-02	-6.970804e-03	-1.882401e-02	1.058042e-03	4.224323e+03	1.341194e+03	7.084045e+01	-3.380982e+01	-6.936943e+01	2.287616e+03
1751	1.533246e+01	2.256250e+01	2.266250e-01	-1.354537e-01	-2.473610e-02	-6.970804e-03	-1.882401e-02	1.058042e-03	4.284561e+03	1.387932e+03	7.632659e+01	-3.380982e+01	-6.936943e+01	2.330426e+03
1752	1.533246e+01	2.239375e+01	2.249375e-01	-1.354537e-01	-2.473610e-02	-6.970804e-03	-1.882401e-02	1.058042e-03	4.224323e+03	1.341194e+03	7.084045e+01	-3.380982e+01	-6.936943e+01	2.287616e+03
1753	1.504081e+01	2.261875e+01	2.271875e-01	-1.612045e-01	-2.661088e-02	1.297293e-02	-1.396951e-02	-2.043732e-03	3.506647e+03	3.995107e+02	-2.379170e+01	3.842049e+01	-4.240681e+01	1.603798e+03
1754	1.491582e+01	2.245000e+01	2.255000e-01	-1.612045e-01	-2.661088e-02	1.297293e-02	-1.396951e-02	-2.043732e-03	3.446409e+03	3.527727e+02	-2.927784e+01	3.842049e+01	-4.240681e+01	1.560989e+03
1755	1.491582e+01	2.261875e+01	2.271875e-01	-1.612045e-01	-2.661088e-02	1.297293e-02	-1.396951e-02	-2.043732e-03	3.506647e+03	3.995107e+02	-2.379170e+01	3.842049e+01	-4.240681e+01	1.603798e+03
1756	1.495748e+01	2.239375e+01	2.249375e-01	-1.346646e-01	-2.578199e-02	-7.804242e-03	-1.624023e-02	1.021911e-03	4.241862e+03	1.365045e+03	6.406125e+01	-3.543496e+01	-6.074292e+01	2.306115e+03
1757	1.508248e+01	2.256250e+01	2.266250e-01	-1.346646e-01	-2.578199e-02	-7.804242e-03	-1.624023e-02	1.021911e-03	4.302100e+03	1.411783e+03	6.954739e+01	-3.543496e+01	-6.074292e+01	2.348925e+03
1758	1.508248e+01	2.239375e+01	2.249375e-01	-1.346646e-01	-2.578199e-02	-7.804242e-03	-1.624023e-02	1.021911e-03	4.241862e+03	1.365045e+03	6.406125e+01	-3.543496e+01	-6.074292e+01	2.306115e+03
1759	1.479083e+01	2.261875e+01	2.271875e-01	-1.607737e-01	-2.725004e-02	1.224428e-02	-1.197916e-02	-1.728510e-03	3.524497e+03	4.208076e+02	-2.793751e+01	3.686540e+01	-3.580493e+01	1.623229e+03
1760	1.466583e+01	2.245000e+01	2.255000e-01	-1.607737e-01	-2.725004e-02	1.224428e-02	-1.197916e-02	-1.728510e-03	3.464259e+03	3.740695e+02	-3.342365e+01	3.686540e+01	-3.580493e+01	1.580419e+03
1761	1.466583e+01	2.261875e+01	2.271875e-01	-1.607737e-01	-2.725004e-02	1.224428e-02	-1.197916e-02	-1.728510e-03	3.524497e+03	4.208076e+02	-2.793751e+01	3.686540e+01	-3.580493e+01	1.623229e+03
1762	1.470750e+01	2.239375e+01	2.249375e-01	-1.340709e-01	-2.661088e-02	-8.397380e-03	-1.396951e-02	9.586047e-04	4.254004e+03	1.381937e+03	5.856861e+01	-3.637558e+01	-5.309197e+01	2.319002e+03
1763	1.483249e+01	2.256250e+01	2.266250e-01	-1.340709e-01	-2.661088e-02	-8.397380e-03	-1.396951e-02	9.586047e-04	4.314242e+03	1.428675e+03	6.405475e+01	-3.637558e+01	-5.309197e+01	2.361812e+03
1764	1.483249e+01	2.239375e+01	2.249375e-01	-1.340709e-01	-2.661088e-02	-8.397380e-03	-1.396951e-02	9.586047e-04	4.254004e+03	1.381937e+03	5.856861e+01	-3.637558e+01	-5.309197e+01	2.319002e+03
1765	1.454084e+01	2.261875e+01	2.271875e-01	-1.604423e-01	-2.773331e-02	1.169525e-02	-1.023945e-02	-1.466658e-03	3.538749e+03	4.377108e+02	-3.104217e+01	3.581364e+01	-2.999045e+01	1.638723e+03
1766	1.441585e+01	2.245000e+01	2.255000e-01	-1.604423e-01	-2.773331e-02	1.169525e-02	-1.023945e-02	-1.466658e-03	3.478511e+03	3.909727e+02	-3.652831e+01	3.581364e+01	-2.999045e+01	1.595913e+03
1767	1.441585e+01	2.261875e+01	2.271875e-01	-1.604423e-01	-2.773331e-02	1.169525e-02	-1.023945e-02	-1.466658e-03	3.538749e+03	4.377108e+02	-3.104217e+01	3.581364e+01	-2.999045e+01	1.638723e+03
1768	1.445751e+01	2.239375e+01	2.249375e-01	-1.336267e-01	-2.725004e-02	-8.819458e-03	-1.197916e-02	8.820893e-04	4.262287e+03	1.393773e+03	5.427548e+01	-3.685769e+01	-4.633680e+01	2.327820e+03
1769	1.458251e+01	2.256250e+01	2.266250e-01	-1.336267e-01	-2.725004e-02	-8.819458e-03	-1.197916e-02	8.820893e-04	4.322525e+03	1.440511e+03	5.976162e+01	-3.685769e+01	-4.633680e+01	2.370630e+03
1770	1.458251e+01	2.239375e+01	2.249375e-01	-1.336267e-01	-2.725004e-02	-8.819458e-03	-1.197916e-02	8.820893e-04	4.262287e+03	1.393773e+03	5.427548e+01	-3.685769e+01	-4.633680e+01	2.327820e+03
1771	1.429086e+01	2.261875e+01	2.271875e-01	-1.601879e-01	-2.809580e-02	1.128345e-02	-8.721752e-03	-1.247679e-03	3.550169e+03	4.511655e+02	-3.334130e+01	3.513119e+01	-2.488441e+01	1.651120e+03
1772	1.416586e+01	2.245000e+01	2.255000e-01	-1.601879e-01	-2.809580e-02	1.128345e-02	-8.721752e-03	-1.247679e-03	3.489931e+03	4.044275e+02	-3.882745e+01	3.513119e+01	-2.488441e+01	1.608310e+03
1773	1.416586e+01	2.261875e+01	2.271875e-01	-1.601879e-01	-2.809580e-02	1.128345e-02	-8.721752e-03	-1.247679e-03	3.550169e+03	4.511655e+02	-3.334130e+01	3.513119e+01	-2.488441e+01	1.651120e+03
1774	1.420753e+01	2.239375e+01	2.249375e-01	-1.332956e-01	-2.773331e-02	-9.125110e-03	-1.023945e-02	8.013267e-04	4.267839e+03	1.401975e+03	5.100302e+01	-3.705761e+01	-4.040063e+01	2.333728e+03
1775	1.433252e+01	2.256250e+01	2.266250e-01	-1.332956e-01	-2.773331e-02	-9.125110e-03	-1.023945e-02	8.013267e-04	4.328077e+03	1.448713e+03	5.648917e+01	-3.705761e+01	-4.040063e+01	2.376537e+03
1776	1.433252e+01	2.239375e+01	2.249375e-01	-1.332956e-01	-2.773331e-02	-9.125110e-03	-1.023945e-02	8.013267e-04	4.267839e+03	1.401975e+03	5.100302e+01	-3.705761e+01	-4.040063e+01	2.333728e+03
1777	1.404087e+01	2.261875e+01	2.271875e-01	-1.599926e-01	-2.836672e-02	1.097492e-02	-7.398638e-03	-1.064366e-03	3.559350e+03	4.619095e+02	-3.503281e+01	3.471289e+01	-2.040777e+01	1.661069e+03
1778	1.391588e+01	2.245000e+01	2.255000e-01	-1.599926e-01	-2.836672e-02	1.097492e-02	-7.398638e-03	-1.064366e-03	3.499112e+03	4.151714e+02	-4.051896e+01	3.471289e+01	-2.040777e+01	1.618260e+03
1779	1.391588e+01	2.261875e+01	2.271875e-01	-1.599926e-01	-2.836672e-02	1.097492e-02	-7.398638e-03	-1.064366e-03	3.559350e+03	4.619095e+02	-3.503281e+01	3.471289e+01	-2.040777e+01	1.661069e+03
1780	1.395754e+01	2.239375e+01	2.249375e-01	-1.330484e-01	-2.809580e-02	-9.348351e-03	-8.721752e-03	7.219382e-04	4.271492e+03	1.407604e+03	4.853523e+01	-3.708011e+01	-3.520031e+01	2.337601e+03
1781	1.408253e+01	2.256250e+01	2.266250e-01	-1.330484e-01	-2.809580e-02	-9.348351e-03	-8.721752e-03	7.219382e-04	4.331730e+03	1.454342e+03	5.402137e+01	-3.708011e+01	-3.520031e+01	2.380411e+03
1782	1.408253e+01	2.239375e+01	2.249375e-01	-1.330484e-01	-2.809580e-02	-9.348351e-03	-8.721752e-03	7.219382e-04	4.271492e+03	1.407604e+03	4.853523e+01	-3.708011e+01	-3.520031e+01	2.337601e+03
1783	1.379088e+01	2.261875e+01	2.271875e-01	-1.598419e-01	-2.856961e-02	1.074315e-02	-6.244261e-03	-9.112369e-04	3.566748e+03	4.705123e+02	-3.627780e+01	3.447889e+01	-1.648334e+01	1.669074e+03
1784	1.366589e+01	2.245000e+01	2.255000e-01	-1.598419e-01	-2.856961e-02	1.074315e-02	-6.244261e-03	-9.112369e-04	3.506510e+03	4.237743e+02	-4.176395e+01	3.447889e+01	-1.648334e+01	1.626264e+03
1785	1.366589e+01	2.261875e+01	2.271875e-01	-1.598419e-01	-2.856961e-02	1.074315e-02	-6.244261e-03	-9.112369e-04	3.566748e+03	4.705123e+02	-3.627780e+01	3.447889e+01	-1.648334e+01	1.669074e+03
1786	1.370756e+01	2.239375e+01	2.249375e-01	-1.328633e-01	-2.836672e-02	-9.513895e-03	-7.398638e-03	6.472533e-04	4.273844e+03	1.411438e+03	4.668475e+01	-3.699795e+01	-3.065218e+01	2.340078e+03
1787	1.383255e+01	2.256250e+01	2.266250e-01	-1.328633e-01	-2.836672e-02	-9.513895e-03	-7.398638e-03	6.472533e-04	4.334082e+03	1.458176e+03	5.217090e+01	-3.699795e+01	-3.065218e+01	2.382887e+03
1788	1.383255e+01	2.239375e+01	2.249375e-01	-1.328633e-01	-2.836672e-02	-9.513895e-03	-7.398638e-03	6.472533e-04	4.273844e+03	1.411438e+03	4.668475e+01	-3.699795e+01	-3.065218e+01	2.340078e+03
1789	1.354090e+01	2.261875e+01	2.271875e-01	-1.597249e-01	-2.872400e-02	1.056806e-02	-5.234549e-03	-7.841107e-04	3.572712e+03	4.774124e+02	-3.721227e+01	3.437092e+01	-1.303689e+01	1.675521e+03
1790	1.341591e+01	2.245000e+01	2.255000e-01	-1.597249e-01	-2.872400e-02	1.056806e-02	-5.234549e-03	-7.841107e-04	3.512474e+03	4.306744e+02	-4.269841e+01	3.437092e+01	-1.303689e+01	1.632712e+03
1791	1.341591e+01	2.261875e+01	2.271875e-01	-1.597249e-01	-2.872400e-02	1.056806e-02	-5.234549e-03	-7.841107e-04	3.572712e+03	4.774124e+02	-3.721227e+01	3.437092e+01	-1.303689e+01	1.675521e+03
1792	1.345757e+01	2.239375e+01	2.249375e-01	-1.327239e-01	-2.856961e-02	-9.640009e-03	-6.244261e-03	5.790773e-04	4.275315e+03	1.414024e+03	4.529536e+01	-3.686216e+01	-2.667492e+01	2.341609e+03
1793	1.358256e+01	2.256250e+01	2.266250e-01	-1.327239e-01	-2.856961e-02	-9.640009e-03	-6.244261e-03	5.790773e-04	4.335553e+03	1.460762e+03	5.078150e+01	-3.686216e+01	-2.667492e+01	2.384419e+03
1794	1.358256e+01	2.239375e+01	2.249375e-01	-1.327239e-01	-2.856961e-02	-9.640009e-03	-6.244261e-03	5.790773e-04	4.275315e+03	1.414024e+03	4.529536e+01	-3.686216e+01	-2.667492e+01	2.341609e+03
1795	1.329091e+01	2.261875e+01	2.271875e-01	-1.596333e-01	-2.884368e-02	1.043697e-02	-4.347332e-03	-6.794747e-04	3.577514e+03	4.829475e+02	-3.793082e+01	3.435572e+01	-9.997177e+00	1.680712e+03
1796	1.316592e+01	2.245000e+01	2.255000e-01	-1.596333e-01	-2.884368e-02	1.043697e-02	-4.347332e-03	-6.794747e-04	3.517276e+03	4.362095e+02	-4.341697e+01	3.435572e+01	-9.997177e+00	1.637903e+03
1797	1.316592e+01	2.261875e+01	2.271875e-01	-1.596333e-01	-2.884368e-02	1.043697e-02	-4.347332e-03	-6.794747e-04	3.577514e+03	4.829475e+02	-3.793082e+01	3.435572e+01	-9.997177e+00	1.680712e+03
1798	1.320758e+01	2.239375e+01	2.249375e-01	-1.326178e-01	-2.872400e-02	-9.735011e-03	-5.234549e-03	5.183355e-04	4.276212e+03	1.415770e+03	4.423401e+01	-3.668981e+01	-2.318843e+01	2.342528e+03
1799	1.333258e+01	2.256250e+01	2.266250e-01	-1.326178e-01	-2.872400e-02	-9.735011e-03	-5.234549e-03	5.183355e-04	4.336450e+03	1.462508e+03	4.972015e+01	-3.668981e+01	-2.318843e+01	2.385338e+03
1800	1.333258e+01	2.239375e+01	2.249375e-01	-1.326178e-01	-2.872400e-02	-9.735011e-03	-5.234549e-03	5.183355e-04	4.276212e+03	1.415770e+03	4.423401e+01	-3.668981e+01	-2.318843e+01	2.342528e+03
1801	1.304093e+01	2.261875e+01	2.271875e-01	-1.595611e-01	-2.893815e-02	1.034149e-02	-3.562369e-03	-5.943500e-04	3.581365e+03	4.873755e+02	-3.849726e+01	3.441403e+01	-7.297545e+00	1.684876e+03
1802	1.291593e+01	2.245000e+01	2.255000e-01	-1.595611e-01	-2.893815e-02	1.034149e-02	-3.562369e-03	-5.943500e-04	3.521127e+03	4.406374e+02	-4.398340e+01	3.441403e+01	-7.297545e+00	1.642067e+03
1803	1.291593e+01	2.261875e+01	2.271875e-01	-1.595611e-01	-2.893815e-02	1.034149e-02	-3.562369e-03	-5.943500e-04	3.581365e+03	4.873755e+02	-3.849726e+01	3.441403e+01	-7.297545e+00	1.684876e+03
1804	1.295760e+01	2.239375e+01	2.249375e-01	-1.325358e-01	-2.884368e-02	-9.803734e-03	-4.347332e-03	4.654092e-04	4.276751e+03	1.416965e+03	4.340747e+01	-3.648673e+01	-2.011753e+01	2.343070e+03
1805	1.308259e+01	2.256250e+01	2.266250e-01	-1.325358e-01	-2.884368e-02	-9.803734e-03	-4.347332e-03	4.654092e-04	4.336989e+03	1.463703e+03	4.889361e+01	-3.648673e+01	-2.011753e+01	2.385880e+03
1806	1.308259e+01	2.239375e+01	2.249375e-01	-1.325358e-01	-2.884368e-02	-9.803734e-03	-4.347332e-03	4.654092e-04	4.276751e+03	1.416965e+03	4.340747e+01	-3.648673e+01	-2.011753e+01	2.343070e+03
1807	1.279094e+01	2.261875e+01	2.271875e-01	-1.595036e-01	-2.901581e-02	1.027546e-02	-2.860894e-03	-5.267008e-04	3.584422e+03	4.908929e+02	-3.896974e+01	3.453365e+01	-4.875401e+00	1.688190e+03
1808	1.266595e+01	2.245000e+01	2.255000e-01	-1.595036e-01	-2.901581e-02	1.027546e-02	-2.860894e-03	-5.267008e-04	3.524184e+03	4.441549e+02	-4.445588e+01	3.453365e+01	-4.875401e+00	1.645380e+03
1809	1.266595e+01	2.261875e+01	2.271875e-01	-1.595036e-01	-2.901581e-02	1.027546e-02	-2.860894e-03	-5.267008e-04	3.584422e+03	4.908929e+02	-3.896974e+01	3.453365e+01	-4.875401e+00	1.688190e+03
1810	1.270761e+01	2.239375e+01	2.249375e-01	-1.324720e-01	-2.893815e-02	-9.851697e-03	-3.562369e-03	4.203432e-04	4.277068e+03	1.417792e+03	4.275044e+01	-3.626212e+01	-1.739414e+01	2.343382e+03
1811	1.283261e+01	2.256250e+01	2.266250e-01	-1.324720e-01	-2.893815e-02	-9.851697e-03	-3.562369e-03	4.203432e-04	4.337306e+03	1.464530e+03	4.823658e+01	-3.626212e+01	-1.739414e+01	2.386192e+03
1812	1.283261e+01	2.239375e+01	2.249375e-01	-1.324720e-01	-2.893815e-02	-9.851697e-03	-3.562369e-03	4.203432e-04	4.277068e+03	1.417792e+03	4.275044e+01	-3.626212e+01	-1.739414e+01	2.343382e+03
1813	1.254096e+01	2.261875e+01	2.271875e-01	-1.594577e-01	-2.907883e-02	1.023713e-02	-2.225534e-03	-4.745732e-04	3.586812e+03	4.936505e+02	-3.935700e+01	3.471720e+01	-2.670802e+00	1.690782e+03
1814	1.241596e+01	2.245000e+01	2.255000e-01	-1.594577e-01	-2.907883e-02	1.023713e-02	-2.225534e-03	-4.745732e-04	3.526574e+03	4.469125e+02	-4.484314e+01	3.471720e+01	-2.670802e+00	1.647972e+03
1815	1.241596e+01	2.261875e+01	2.271875e-01	-1.594577e-01	-2.907883e-02	1.023713e-02	-2.225534e-03	-4.745732e-04	3.586812e+03	4.936505e+02	-3.935700e+01	3.471720e+01	-2.670802e+00	1.690782e+03
1816	1.245763e+01	2.239375e+01	2.249375e-01	-1.324214e-01	-2.901581e-02	-9.873697e-03	-2.860894e-03	3.832109e-04	4.277274e+03	1.418403e+03	4.220429e+01	-3.598839e+01	-1.494998e+01	2.343589e+03
1817	1.258262e+01	2.256250e+01	2.266250e-01	-1.324214e-01	-2.901581e-02	-9.873697e-03	-2.860894e-03	3.832109e-04	4.337512e+03	1.465141e+03	4.769043e+01	-3.598839e+01	-1.494998e+01	2.386399e+03
1818	1.258262e+01	2.239375e+01	2.249375e-01	-1.324214e-01	-2.901581e-02	-9.873697e-03	-2.860894e-03	3.832109e-04	4.277274e+03	1.418403e+03	4.220429e+01	-3.598839e+01	-1.494998e+01	2.343589e+03
1819	1.229097e+01	2.261875e+01	2.271875e-01	-1.594219e-01	-2.912487e-02	1.022426e-02	-1.640256e-03	-4.359656e-04	3.588632e+03	4.957570e+02	-3.963248e+01	3.496477e+01	-6.287684e-01	1.692746e+03
1820	1.216598e+01	2.245000e+01	2.255000e-01	-1.594219e-01	-2.912487e-02	1.022426e-02	-1.640256e-03	-4.359656e-04	3.528394e+03	4.490190e+02	-4.511862e+01	3.496477e+01	-6.287684e-01	1.649937e+03
1821	1.216598e+01	2.261875e+01	2.271875e-01	-1.594219e-01	-2.912487e-02	1.022426e-02	-1.640256e-03	-4.359656e-04	3.588632e+03	4.957570e+02	-3.963248e+01	3.496477e+01	-6.287684e-01	1.692746e+03
1822	1.220764e+01	2.239375e+01	2.249375e-01	-1.323814e-01	-2.907883e-02	-9.866805e-03	-2.225534e-03	3.542036e-04	4.277442e+03	1.418891e+03	4.175829e+01	-3.564658e+01	-1.272277e+01	2.343763e+03
1823	1.233263e+01	2.256250e+01	2.266250e-01	-1.323814e-01	-2.907883e-02	-9.866805e-03	-2.225534e-03	3.542036e-04	4.337680e+03	1.465629e+03	4.724443e+01	-3.564658e+01	-1.272277e+01	2.386573e+03
1824	1.233263e+01	2.239375e+01	2.249375e-01	-1.323814e-01	-2.907883e-02	-9.866805e-03	-2.225534e-03	3.542036e-04	4.277442e+03	1.418891e+03	4.175829e+01	-3.564658e+01	-1.272277e+01	2.343763e+03
1825	1.204098e+01	2.261875e+01	2.271875e-01	-1.593966e-01	-2.914682e-02	1.023170e-02	-1.090548e-03	-4.084908e-04	3.589958e+03	4.972853e+02	-3.973263e+01	3.526567e+01	1.298932e+00	1.694145e+03
1826	1.191599e+01	2.245000e+01	2.255000e-01	-1.593966e-01	-2.914682e-02	1.023170e-02	-1.090548e-03	-4.084908e-04	3.529720e+03	4.505473e+02	-4.521877e+01	3.526567e+01	1.298932e+00	1.651336e+03
1827	1.191599e+01	2.261875e+01	2.271875e-01	-1.593966e-01	-2.914682e-02	1.023170e-02	-1.090548e-03	-4.084908e-04	3.589958e+03	4.972853e+02	-3.973263e+01	3.526567e+01	1.298932e+00	1.694145e+03
1828	1.195766e+01	2.239375e+01	2.249375e-01	-1.323517e-01	-2.912487e-02	-9.830089e-03	-1.640256e-03	3.336573e-04	4.277593e+03	1.419279e+03	4.143418e+01	-3.522544e+01	-1.065594e+01	2.343919e+03
1829	1.208265e+01	2.256250e+01	2.266250e-01	-1.323517e-01	-2.912487e-02	-9.830089e-03	-1.640256e-03	3.336573e-04	4.337831e+03	1.466017e+03	4.692032e+01	-3.522544e+01	-1.065594e+01	2.386729e+03
1830	1.208265e+01	2.239375e+01	2.249375e-01	-1.323517e-01	-2.912487e-02	-9.830089e-03	-1.640256e-03	3.336573e-04	4.277593e+03	1.419279e+03	4.143418e+01	-3.522544e+01	-1.065594e+01	2.343919e+03
1831	1.179100e+01	2.261875e+01	2.271875e-01	-1.593850e-01	-2.912938e-02	1.024960e-02	-5.644203e-04	-3.881097e-04	3.590854e+03	4.982741e+02	-3.952941e+01	3.559139e+01	3.149330e+00	1.695018e+03
1832	1.166600e+01	2.245000e+01	2.255000e-01	-1.593850e-01	-2.912938e-02	1.024960e-02	-5.644203e-04	-3.881097e-04	3.530616e+03	4.515361e+02	-4.501555e+01	3.559139e+01	3.149330e+00	1.652209e+03
1833	1.166600e+01	2.261875e+01	2.271875e-01	-1.593850e-01	-2.912938e-02	1.024960e-02	-5.644203e-04	-3.881097e-04	3.590854e+03	4.982741e+02	-3.952941e+01	3.559139e+01	3.149330e+00	1.695018e+03
1834	1.170767e+01	2.239375e+01	2.249375e-01	-1.323342e-01	-2.914682e-02	-9.763431e-03	-1.090548e-03	3.221995e-04	4.277715e+03	1.419542e+03	4.128973e+01	-3.471728e+01	-8.698633e+00	2.344032e+03
1835	1.183266e+01	2.256250e+01	2.266250e-01	-1.323342e-01	-2.914682e-02	-9.763431e-03	-1.090548e-03	3.221995e-04	4.337953e+03	1.466280e+03	4.677587e+01	-3.471728e+01	-8.698633e+00	2.386841e+03
1836	1.183266e+01	2.239375e+01	2.249375e-01	-1.323342e-01	-2.914682e-02	-9.763431e-03	-1.090548e-03	3.221995e-04	4.277715e+03	1.419542e+03	4.128973e+01	-3.471728e+01	-8.698633e+00	2.344032e+03
1837	1.154101e+01	2.261875e+01	2.271875e-01	-1.593945e-01	-2.904785e-02	1.025597e-02	-5.473077e-05	-3.674015e-04	3.591380e+03	4.987238e+02	-3.882329e+01	3.586853e+01	4.936427e+00	1.695395e+03
1838	1.141602e+01	2.245000e+01	2.255000e-01	-1.593945e-01	-2.904785e-02	1.025597e-02	-5.473077e-05	-3.674015e-04	3.531142e+03	4.519858e+02	-4.430943e+01	3.586853e+01	4.936427e+00	1.652585e+03
1839	1.141602e+01	2.261875e+01	2.271875e-01	-1.593945e-01	-2.904785e-02	1.025597e-02	-5.473077e-05	-3.674015e-04	3.591380e+03	4.987238e+02	-3.882329e+01	3.586853e+01	4.936427e+00	1.695395e+03
1840	1.145768e+01	2.239375e+01	2.249375e-01	-1.323331e-01	-2.912938e-02	-9.678321e-03	-5.644203e-04	3.207179e-04	4.277764e+03	1.419599e+03	4.144798e+01	-3.415633e+01	-6.814632e+00	2.344026e+03
1841	1.158268e+01	2.256250e+01	2.266250e-01	-1.323331e-01	-2.912938e-02	-9.678321e-03	-5.644203e-04	3.207179e-04	4.338002e+03	1.466337e+03	4.693412e+01	-3.415633e+01	-6.814632e+00	2.386836e+03
1842	1.158268e+01	2.239375e+01	2.249375e-01	-1.323331e-01	-2.912938e-02	-9.678321e-03	-5.644203e-04	3.207179e-04	4.277764e+03	1.419599e+03	4.144798e+01	-3.415633e+01	-6.814632e+00	2.344026e+03
1843	1.129103e+01	2.261875e+01	2.271875e-01	-1.594606e-01	-2.877358e-02	1.020276e-02	4.226476e-04	-3.150221e-04	3.591770e+03	4.985850e+02	-3.656678e+01	3.592100e+01	6.580649e+00	1.695316e+03
1844	1.116603e+01	2.245000e+01	2.255000e-01	-1.594606e-01	-2.877358e-02	1.020276e-02	4.226476e-04	-3.150221e-04	3.531532e+03	4.518470e+02	-4.205292e+01	3.592100e+01	6.580649e+00	1.652507e+03
1845	1.116603e+01	2.261875e+01	2.271875e-01	-1.594606e-01	-2.877358e-02	1.020276e-02	4.226476e-04	-3.150221e-04	3.591770e+03	4.985850e+02	-3.656678e+01	3.592100e+01	6.580649e+00	1.695316e+03
1846	1.120770e+01	2.239375e+01	2.249375e-01	-1.323476e-01	-2.904785e-02	-9.509572e-03	-5.473077e-05	3.294747e-04	4.277851e+03	1.419571e+03	4.213236e+01	-3.331087e+01	-4.946344e+00	2.343944e+03
1847	1.133269e+01	2.256250e+01	2.266250e-01	-1.323476e-01	-2.904785e-02	-9.509572e-03	-5.473077e-05	3.294747e-04	4.338089e+03	1.466309e+03	4.761850e+01	-3.331087e+01	-4.946344e+00	2.386754e+03
1848	1.133269e+01	2.239375e+01	2.249375e-01	-1.323476e-01	-2.904785e-02	-9.509572e-03	-5.473077e-05	3.294747e-04	4.277851e+03	1.419571e+03	4.213236e+01	-3.331087e+01	-4.946344e+00	2.343944e+03
1849	1.104104e+01	2.261875e+01	2.271875e-01	-1.593766e-01	-2.926923e-02	9.717172e-03	9.712627e-04	-3.952205e-04	3.590451e+03	4.979381e+02	-4.075282e+01	3.449573e+01	8.258006e+00	1.694964e+03
1850	1.091605e+01	2.245000e+01	2.255000e-01	-1.593766e-01	-2.926923e-02	9.717172e-03	9.712627e-04	-3.952205e-04	3.530213e+03	4.512001e+02	-4.623896e+01	3.449573e+01	8.258006e+00	1.652154e+03
1851	1.091605e+01	2.261875e+01	2.271875e-01	-1.593766e-01	-2.926923e-02	9.717172e-03	9.712627e-04	-3.952205e-04	3.590451e+03	4.979381e+02	-4.075282e+01	3.449573e+01	8.258006e+00	1.694964e+03
1852	1.095771e+01	2.239375e+01	2.249375e-01	-1.325345e-01	-2.877358e-02	-1.083390e-02	4.226476e-04	3.454515e-04	4.273970e+03	1.414194e+03	4.397819e+01	-3.770734e+01	-3.937685e+00	2.339782e+03
1853	1.108270e+01	2.256250e+01	2.266250e-01	-1.325345e-01	-2.877358e-02	-1.083390e-02	4.226476e-04	3.454515e-04	4.334208e+03	1.460932e+03	4.946433e+01	-3.770734e+01	-3.937685e+00	2.382591e+03
1854	1.108270e+01	2.239375e+01	2.249375e-01	-1.325345e-01	-2.877358e-02	-1.083390e-02	4.226476e-04	3.454515e-04	4.273970e+03	1.414194e+03	4.397819e+01	-3.770734e+01	-3.937685e+00	2.339782e+03
1855	1.079105e+01	2.261875e+01	2.271875e-01	-1.594233e-01	-2.893914e-02	9.984441e-03	1.487660e-03	-3.872149e-04	3.590435e+03	4.975494e+02	-3.795686e+01	3.568937e+01	1.019903e+01	1.694165e+03
1856	1.066606e+01	2.245000e+01	2.255000e-01	-1.594233e-01	-2.893914e-02	9.984441e-03	1.487660e-03	-3.872149e-04	3.530197e+03	4.508114e+02	-4.344300e+01	3.568937e+01	1.019903e+01	1.651356e+03
